id,startdate,datestamp,gender,bundesland,age,education,university,recall,recallland,recallland_other,econinterven,saleconinterven,environment,salenvironment,protectionism,salprotectionism,redistribution,salredistribution,eucohesion,saleucohesion,euenlargement,saleuenlargement,euforeign,saleuforeign,euintegrationtoofar,saleuintegrationtoofar,euposition,saleuposition,civliblaworder,salcivliblaworder,immigratepolicy,salimmigratepolicy,lgb,sallgb,multiculturalism,salmulticulturalism,trans,saltrans,urbanrural,salurbanrural,random,ptv_spd,ptv_cdu,ptv_csu,ptv_greens,ptv_fdp,ptv_afd,ptv_left,ptv_bsw,ptv_freevoters,ptv_volt,ptv_climatelist,votinteu,normdem,demsat,popnonreg_pc1,popnonreg_pc2,popnonreg_pc4,popnonreg_pc5,popnonreg_pc6,popnonreg_pc7,popnonreg_pc8,popreg_pc1,popreg_pc2,popreg_pc4,popreg_pc5,popreg_pc6,popreg_pc7,popreg_pc8,popreg_pc9,popreg_pc10,popreg_pc12,popreg_pc13,popreg_pc14,popreg_pc15,popreg_pc16,peoplecentrism,antielitism,polint,euitems_pc1,euitems_pc3,euitems_pc4,euitems_pc5,euitems_pc6,euitems_pc7,euitems_pc8,popgen_pc1,popgen_pc2,popgen_pc5,popgen_pc6,popgen_pc7,wishesmajority,wishesmajority_spd,wishesmajority_cdu,wishesmajority_csu,wishesmajority_greens,wishesmajority_fdp,wishesmajority_afd,wishesmajority_left,wishesmajority_bsw,wishesmajority_freevoters,wishesmajority_nonofparties,votint,trustslider_breg,trustslider_btag,trustslider_parties,trustslider_politicians,trustslider_eu,trustslider_nato,trustslider_army,trustslider_russia,trustslider_usa,trustslider_china,trustslider_bverfg,trustslider_verfsch,lrgen,socself,urbanrurallive,out,w
10192,2024-05-29T22:08:47Z,2024-05-29T22:26:24Z,2,2,10,3,2,1,NA,NA,8,8,6,9,9,9,7,4,6,4.5,6,6,9,9,6,6,6,4,9,9,7,9,6,6,8.5,8.5,6,3,9,9,1,3.5,5,5,-1,3,-5,-1,-1,-5,-5,0,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,4,4,2,5,4,4,5,3,3,1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,2,3,0,2,0,2,4,-5,0,3.5,-2,2,7,6,3,FALSE,0.9219497656606708
10199,2024-05-29T22:09:30Z,2024-05-29T22:23:32Z,2,1,7,5,1,6,NA,NA,3.5,9,1,11,6,6,1,9,8.5,6.5,9,6,11,10,10,6.5,11,11,6,6,1,11,11,11,4,9,11,9,6,6,2,4,-3,-4.5,5,-3.5,-5,5,-2,3,-3,3.5,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,2,4,4,4,4,4,5,2,1,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3.5,0,0,3,0,0,-5,-3,-5,5,5,3.5,9,3,FALSE,0.595839161058461
10203,2024-05-29T22:09:51Z,2024-05-29T22:19:48Z,1,1,3,5,2,1,NA,NA,4,10,2,11,5,9,1.5,11,9,8,8.5,9.5,9.5,10,9.5,9.5,11,11,6,10.5,4,9,10,7,5.5,9.5,7,8,6,9.5,2,5,-2.5,-3.5,4.5,-2,-5,-1.5,-2.5,-4,-3,-0.5,1,5,5,1,5,1,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,4,5,5,5,5,5,5,3,2,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2.5,3,3,4,2,-5,2,-5,2,3,4.5,8.5,3,FALSE,1.0317425473064925
10208,2024-05-29T22:10:27Z,2024-05-29T22:48:09Z,2,15,9,5,2,3,NA,NA,3,9,1,11,2.5,NA,2.5,8.5,9,NA,11,11,11,10.5,9,NA,10,6.5,6,NA,1,8.5,11,NA,6,6,11,NA,6,NA,2,-4,-5,-5,5,-5,-5,0,-5,-5,2,-5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,5,5,5,5,5,3,1,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,5,5,5,-5,3,-5,5,5,3.5,9.5,2,FALSE,1.2452753375614136
10215,2024-05-29T22:11:09Z,2024-05-29T22:24:32Z,1,10,10,5,1,3,NA,NA,5,NA,4,8,4.5,NA,5.5,NA,8.5,NA,8,NA,10.5,NA,7,NA,9,8,5,NA,5,7,8.5,5,5,NA,8.5,NA,7,NA,1,1,-1,-3,5,-3,-5,-3,-5,-4,1,1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,5,4,5,4,4,5,4,5,3,1,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,4,2.5,3,3,4,3,-5,2,-5,3.5,3.5,5,9,1,FALSE,0.6834937629584751
10268,2024-05-29T22:16:27Z,2024-05-29T22:25:11Z,1,6,8,5,1,3,NA,NA,4.5,NA,4,8,6,5.5,4,6,7,7,5,6,8,6.5,7.5,6.5,8,7,6,5,6,6.5,8,6.5,5,6.5,9,6,7,6,2,NA,NA,-2.5,5,-2,-5,0,0,0,NA,2,9,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,5,4,4,5,3,3,5,4,4,3,2,3,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,0,1,-5,-1,-3,4,2,4.5,8,1,FALSE,0.6527366866815115
10270,2024-05-29T22:16:39Z,2024-05-29T22:28:55Z,2,10,10,5,2,3,NA,NA,4,7.5,2,10,7,7,3.5,8,7,6,3,7.5,9,9,7,7,9,9,9.5,9.5,8,7.5,9,7,9,7.5,10,9.5,6,7,1,4,-5,-5,5,-5,-5,0.5,-5,-5,4,3,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,3,4,5,3,2,4,3,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,2,4,4,-5,1,-5,5,5,4,8.5,1,FALSE,1.6037683741521909
10299,2024-05-29T22:19:49Z,2024-05-29T22:31:16Z,1,10,9,5,1,3,NA,NA,4.5,8.5,1,10.5,4,8.5,3.5,8.5,8.5,3.5,6.5,4.5,10,9,8.5,6,11,10,2,8.5,2.5,6,8.5,6.5,4,4,9,5,6,3.5,2,0.5,0,-4.5,5,-1.5,-5,-1,-4.5,-2.5,2.5,2.5,3,5,5,2,4,1,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.5,5,5,5,5,5,5,3,4,1,2,3,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,4,1.5,0.5,1.5,0,-0.5,-5,1,-4.5,5,1,4,8.5,1,FALSE,0.6834937629584751
10327,2024-05-29T22:22:18Z,2024-05-29T22:38:23Z,2,10,8,3,2,3,NA,NA,4,7.5,2.5,11,6,NA,3.5,8.5,9,8.5,7,6,10,10.5,7,6,10,11,5,NA,3,NA,10,NA,4.5,8,10,4.5,6,6,1,4,-2,-4,5,-4,-5,-1,-4.5,-5,2,0.5,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.5,3,4,5,4,5,5,2,4,3,4,3,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,3.5,0,0,2,3,0.5,-4.5,1.5,-4.5,4,0.5,2.5,9,3,FALSE,1.6037683741521909
10328,2024-05-29T22:22:25Z,2024-05-29T23:19:22Z,1,7,9,5,1,3,NA,NA,7,NA,2,NA,4,6,5,NA,8,NA,9,NA,7,NA,7,NA,10,NA,7,NA,5,NA,7,NA,6,NA,7,NA,6,6,2,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,4,3,5,4,4,5,3,3,1,2,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1.5,2,4,4,-4.5,1,-4,4,3,5,7,1,FALSE,0.9965131775546063
10342,2024-05-29T22:23:44Z,2024-05-29T22:32:19Z,1,2,12,4,1,1,NA,NA,2.5,10,6,8,4,7.5,1.5,10,10.5,8.5,8.5,7.5,9.5,9.5,9,9,10,8.5,8,8,5,7.5,6.5,5.5,6,6,6.5,6,6,6,2,4,2.5,-4,-4,-4.5,-5,-5,-5,-5,-4,-5,1,4.5,5,2,4,2,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,4,4,3,4,4,4,4,2,1,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2.5,3.5,4,3,2,4,-4,2.5,-3,2,2,4.5,7,2,FALSE,0.48414169053693645
10346,2024-05-29T22:24:15Z,2024-05-29T22:35:03Z,1,10,8,3,2,15,NA,NA,8.5,8.5,6,7.5,4,8.5,4,8,7.5,6.5,8.5,7,8.5,7.5,8.5,7.5,11,9,4,7.5,2.5,9,8.5,7,4,7.5,6.5,3,5,7,1,-4,-3,-4,2,-2,-5,-5,-5,-4,5,-4,9,4.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,2,2,6.5,4,4,4,4,4,4,4,5,3,3,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.5,1,0.5,0.5,0.5,3,2.5,-5,2.5,-4.5,4,4,6,9.5,4,FALSE,0.9285192683272518
10350,2024-05-29T22:24:36Z,2024-05-29T22:33:51Z,1,1,6,5,1,3,NA,NA,6,6,2,11,4,3.5,3,7,7,4,7,6,9,7.5,9,8,9,7.5,4,7.5,4,7,9,6,6,6,11,2.5,6,6,2,1,-4,-5,5,-2.5,-5,-0.5,-5,-1,4.5,3.5,9,5,4,2,3,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,4,5,4,4,5,3,4,2,3,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,-1,0,1,1,-1,-4.5,-3,-4,4,1.5,5,8.5,2,FALSE,0.8502686444639767
10351,2024-05-29T22:24:37Z,2024-05-29T22:36:41Z,2,1,3,5,2,1,NA,NA,3.5,10,2.5,11,6,8,3,9,9,7,3,7.5,8,7,8,9.5,11,10.5,6.5,6,2,9.5,11,9.5,1.5,11,11,8.5,7.5,6,2,5,2,-5,5,-2,-5,1,-5,-5,2,2,3,5,4,3,3,1,3,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,5,5,3,4,5,3,4,3,1,5,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.5,3,2.5,3,3.5,3,1,-5,0.5,-5,4,2.5,3,10.5,3,FALSE,2.1135261424347593
10362,2024-05-29T22:25:30Z,2024-05-29T22:35:58Z,2,4,7,5,1,1,1,NA,6.5,5,2.5,9,5,NA,4,7,7,6,7,5,8,7,7,NA,7,6.5,5,NA,3,8.5,8,7,5,6.5,7,3.5,5,NA,2,-2,-5,-5,5,-5,-5,-3,-5,-5,1,1,3,5,5,1,4,2,2,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,7,4,4,5,4,4,5,2,2,4,3,2,4,2,4,NA,NA,NA,Y,NA,NA,NA,NA,NA,NA,3,3.5,4,-1,-1,1,4,3,-5,2,-4,3.5,-2,3,9,4,FALSE,0.6776785296995976
10382,2024-05-29T22:27:05Z,2024-05-29T22:37:27Z,1,2,13,5,1,3,NA,NA,3.5,9,1,11,11,11,1,11,11,11,5,11,11,11,11,11,11,11,11,11,6.5,NA,7,8,6,11,6.5,4,6,7.5,1,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,-3.5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,1,5,1,1,5,4,5,4,4,5,2,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3.5,0,0.5,2,3,0,-5,-3,-5,5,1,2,10,5,FALSE,0.48414169053693645
10387,2024-05-29T22:27:33Z,2024-05-29T22:59:57Z,1,10,11,5,2,3,NA,NA,9,9,7,9,3,8,6.5,7,8,7,7,4,9,8,8,6.5,9,9,4,9,3,8,9,4,4,8,7,3,7,7,1,1,-2,-3,2,-3,-5,-3,-3,-3,-5,-4,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,3,1,1,1.5,4,4,5,4,4,4,4,5,5,3,3,2,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,2,2,1,1,-4.5,2,-1,4,3,4,7.5,2,FALSE,0.9285192683272518
10422,2024-05-29T22:31:07Z,2024-05-29T22:48:58Z,1,11,12,5,1,3,NA,NA,3,5,1,11,7,5,7,4.5,6,4,6,5,11,8,9,9,11,9,8,4,6,3,6,4,8,3.5,6,3,3,3,1,0,-3,-5,2.5,-5,-5,-0.5,-5,-1,1,5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,5,5,4,4,5,5,5,2,1,4,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,2,0.5,2,2,2,1,-5,2,-5,5,0,4,7.5,2,FALSE,0.791687143369018
10449,2024-05-29T22:33:56Z,2024-05-29T22:43:46Z,1,9,6,5,1,1,NA,NA,4,7,1,11,6,6,1,11,8,7,10,9,11,10,10,9,11,11,5,7,3,10,11,9,4,9.5,10,8.5,7,6,2,2,-2,-5,5,-5,-5,-5,-5,-5,1,1,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,8.5,5,4,5,4,4,5,4,5,2,2,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,1,2,4,4,-5,3,-5,5,4,3.5,9.5,3,FALSE,0.6152216369937409
10460,2024-05-29T22:35:39Z,2024-05-29T22:51:13Z,1,3,12,5,1,3,NA,NA,8.5,9,4,9.5,3.5,8.5,8,6,10,9.5,11,11,11,11,11,10.5,11,11,6,6,6,9,6,3,6,10,6,3.5,6.5,6,2,0,5,-5,5,-5,-5,-5,-5,-5,-5,-5,3,5,5,1,4,1,3,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,3,4,5,5,5,5,3,1,1,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.5,4.5,0,0.5,3.5,5,-2,-5,4,-5,5,3.5,7,5.5,2,FALSE,0.47222023833971066
10469,2024-05-29T22:37:22Z,2024-05-29T22:50:50Z,1,11,9,5,1,3,NA,NA,6,8.5,4,9,4,8.5,3.5,8.5,8,8,6.5,6.5,11,11,9,8,10,9,3.5,7,3,10,8.5,6,4,8,9,9,6,9.5,1,2.5,-2.5,-5,4,-4.5,-4.5,1.5,-5,0,0,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,4,2,2,3,5,4,5,5,2,5,4,4,2,2,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,2.5,3,3,3,-5,1,-5,5,4,3,8,2,FALSE,0.9965131775546063
10486,2024-05-29T22:38:44Z,2024-05-29T22:49:04Z,1,9,3,5,2,3,NA,NA,5,6.5,4,8,5,8,3,8.5,7.5,6.5,11,8,8,10.5,8.5,7,11,7.5,5,6.5,5,8,11,10,3.5,7,11,8,6,6,2,2,-1,-3.5,3,-2.5,-5,-4,-5,-5,3,-1.5,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.5,NA,4,5,5,4,5,4,1,2,1,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,2,3.5,5,4,-5,2.5,-4,5,4,4,9,3,FALSE,1.2082129373233914
10545,2024-05-29T22:45:31Z,2024-05-29T23:02:59Z,1,2,8,3,2,3,NA,NA,3,8,1,11,7.5,NA,1,9.5,6.5,6,3,NA,11,NA,9,NA,11,NA,2,NA,4.5,NA,11,NA,1,NA,11,NA,6.5,NA,2,4,2,2,5,-5,-5,4,NA,-2,4,NA,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,5,4,5,5,2,5,2,2,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,3,1,4,4,-5,-3,-5,5,1,3,9,2,FALSE,0.7171679675782225
10553,2024-05-29T22:46:15Z,2024-05-29T22:59:56Z,2,13,11,5,2,3,99,NA,3.5,8.5,1,11,6,8,2.5,9,8,7.5,4.5,10.5,9,8.5,7.5,6,9,7.5,7.5,NA,3,10,10,9.5,6.5,9,10,7.5,6,6,2,3,-5,-5,5,-5,-5,0.5,-3,-5,1.5,0,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,8,3,4,5,3,3,5,3,4,4,3,2,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2.5,-2,-2,1.5,2,1,-3.5,-2.5,-3,3.5,2,3.5,9,3,FALSE,1.403415348722371
10567,2024-05-29T22:47:19Z,2024-05-29T23:08:30Z,2,6,13,6,1,3,NA,NA,3,9,2,11,7.5,7,1,11,7,7,8,8,11,11,8.5,8.5,8,8,2.5,6,1,11,11,11,2,11,11,10,4.5,8.5,2,-4,-5,-5,4.5,-5,-5,-5,-5,-5,2.5,-4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.5,5,4,5,4,5,5,3,4,2,1,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,2,2,3.5,3,-5,1.5,-5,5,3.5,2.5,9.5,1,FALSE,0.6545678056412564
10620,2024-05-29T22:53:47Z,2024-05-29T23:02:14Z,2,1,6,5,1,99,NA,NA,1,11,1,11,6,6,1,11,10,NA,6,NA,8,NA,6,5.5,11,11,4.5,10.5,2,10,11,NA,3,10,8,NA,6,NA,1,1,-5,-5,5,-4.5,-5,3.5,-5,-5,NA,1.5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,NA,3,5,4,3,5,4,4,3,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,2.5,2.5,0,0,-5,-3,-4,4,0,3,9,2,FALSE,0.595839161058461
10627,2024-05-29T22:54:12Z,2024-05-29T23:18:17Z,1,2,11,2,2,1,NA,NA,5,5,1,11,7,7,10,9,7,7,7,9,9.5,8,8.5,8.5,9.5,8,6,7,4,9,11,9.5,9,9,9.5,9.5,6,7.5,1,5,-1,-1,5,-3,-5,-0.5,-4,-3.5,-5,0,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4,4,3,5,4,4,5,3,2,2,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2,0,1,2.5,2.5,1,-5,0,-5,4.5,4,3.5,9,5,FALSE,0.7171679675782225
10633,2024-05-29T22:54:39Z,2024-05-29T23:11:40Z,2,10,13,5,1,3,NA,NA,2,9,2.5,9.5,7,NA,2,10,8,NA,6.5,7,10,10,7.5,8.5,10,10,10,10,8,9.5,11,11,8.5,8.5,9,8,7,NA,2,3,-5,-5,4.5,-5,-5,-5,-5,-5,2.5,-3.5,3,5,5,1,3,2,2,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,4,5,5,3,5,5,4,3,3,2,3,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,3,1,-5,1,-5,3,0.5,3,10,1,FALSE,0.4931903492312515
10638,2024-05-29T22:55:16Z,2024-05-29T23:13:33Z,2,3,11,5,1,3,NA,NA,5,7,1,11,5,9,9,11,8.5,11,11,9.5,11,11,9.5,9.5,9,9,8,8,2,11,11,11,2,11,11,11,6,8.5,1,2,-4,-5,5,-3.5,-5,NA,-5,-5,5,0,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,6,3,4,5,4,3,5,3,5,1,2,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,3.5,3.5,5,5,3.5,-5,2,-5,5,5,3,8,1,FALSE,0.4624719822705337
10650,2024-05-29T22:56:36Z,2024-05-29T23:07:46Z,1,10,10,5,1,6,NA,NA,4,7,2,10,6,3.5,3,9,4,4.5,4,6,11,8,11,8,11,7,1,11,1,7.5,11,4.5,1,3,11,3.5,8.5,3.5,2,5,-5,-5,5,-5,-5,5,-5,-5,-5,-5,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,3,4,3,3,5,3,3,4,2,1,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1.5,2,-3.5,1,1.5,3.5,3.5,-5,-1,-5,5,-5,3,8.5,2,FALSE,0.6834937629584751
10654,2024-05-29T22:56:51Z,2024-05-29T23:13:51Z,1,1,12,5,1,6,NA,NA,2,9,1,11,7,7,1,11,9,7.5,6,8,9,8,9,7,11,10,3.5,8.5,3,9,10,8,3.5,8,6,3,8,8,1,-4,-5,-5,0,-5,-5,4,1,-5,-5,-5,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,8,NA,4,5,2,3,5,4,4,4,3,2,5,3,4,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,6,-2,-1,-2,-2,-2,-5,-4.5,-5,-5,-5,1,-3,1,9,3,FALSE,0.4220443089874192
10658,2024-05-29T22:57:17Z,2024-05-29T23:09:00Z,1,7,5,5,1,4,NA,NA,7.5,7.5,6.5,NA,5.5,NA,6.5,NA,9,NA,7,NA,8,6.5,8.5,6.5,9.5,7,9,8,7,7,9,4.5,8.5,7,8,2,7.5,NA,2,2,-1.5,-2,-2.5,5,-5,-4.5,-5,-4,-3,-5,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,5,5,2,4,5,4,5,5,2,1,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,2.5,2.5,5,-5,1.5,-5,4.5,4,6,5.5,1,FALSE,0.5251477509145469
10684,2024-05-29T22:59:55Z,2024-05-29T23:09:37Z,1,10,6,5,1,4,NA,NA,9,NA,8.5,NA,2,NA,5,NA,3,NA,1.5,NA,10,NA,2,NA,7,NA,4,NA,8.5,NA,7,NA,10,NA,3,NA,6,NA,1,-4,1,-5,-4,4,-4,-5,-5,3,-5,-5,8,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,6.5,5,5,3,2,4,3,5,5,3,3,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,-0.5,-1,-3.5,4,2,-5,3,-5,0.5,-0.5,7.5,6.5,2,FALSE,0.6281882481274339
10700,2024-05-29T23:01:31Z,2024-05-29T23:30:22Z,1,10,10,2,2,1,NA,NA,3,8.5,5,11,8,NA,3,9,7.5,7.5,7,6,10,10,5,6,8.5,6,8,9,7.5,8.5,8,5,8.5,10.5,5,8,3,6,1,5,-3,-5,1,-2,-5,-5,-5,-5,-2.5,-5,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,5,4,4,3,5,4,4,4,3,3,4,4,3,4,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,99,-1,2,-1,0,-1,4,4,5,3,-4,5,4,6,4,6,FALSE,0.9285192683272518
10716,2024-05-29T23:03:58Z,2024-05-29T23:18:33Z,1,7,9,5,2,1,NA,NA,3,8,5,9,5,7,2,9,7,4,7,4,9,9,7,5.5,9,5,7,3,2,10,7,3,3,9,9,4,6,3,2,5,-2,-5,4,3.5,-5,4,-2,-3,4,1,6,5,4,2,4,1,2,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,5,4,4,5,4,4,3,2,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1.5,3,0,-5,1,-4,4,-3,2.5,8,1,FALSE,0.8060070658588969
10735,2024-05-29T23:06:12Z,2024-05-29T23:13:10Z,1,15,8,5,1,2,NA,NA,9,NA,7.5,NA,8.5,NA,11,NA,7.5,NA,1,NA,9.5,NA,2.5,NA,5.5,NA,8,NA,11,NA,4.5,NA,11,NA,5,NA,6.5,NA,1,-5,2.5,3,NA,1.5,-5,-5,-5,5,-5,-5,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,2,2,3,4.5,9.5,NA,NA,4,2,4,4,4,4,3,3,3,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5,4.5,1.5,1.5,0.5,4,4.5,-5,2.5,-3.5,4,2,8.5,1.5,3,FALSE,0.6527366866815115
10760,2024-05-29T23:09:09Z,2024-05-29T23:22:33Z,1,2,10,3,2,4,NA,NA,11,11,8,7,9,6.5,11,6,1,6.5,2.5,6,10,6,1,6.5,7.5,NA,9.5,11,10.5,11,6.5,6.5,9.5,8,6,6,6,6,2,-5,5,3.5,-5,0,-5,-5,0,1.5,-5,-5,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,8.5,4,2,5,3,5,4,4,4,3,4,1,1,1,4,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,2,-3,2,0,-3,-2.5,2,2.5,-5,2,-5,4,2,8.5,7,5,FALSE,0.7171679675782225
